,LGA (POW),Train,Bus,Ferry,Tram,Taxi,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Walked only,Other Mode,Worked at home,Did not go to work,Not stated,Not applicable,Total
72,Leonora,0,18,0,0,3,18,12,0,0,0,0,14,0,33,4,0,108
73,Mandurah,0,0,0,0,0,26,0,0,0,0,0,0,0,4,0,0,35
74,Manjimup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Meekatharra,0,8,0,0,0,10,12,0,0,0,5,8,0,17,3,0,63
76,Melville,35,0,0,0,0,403,15,4,4,0,0,0,0,44,3,0,511
77,Menzies,0,4,0,0,0,3,0,0,0,0,0,9,0,3,0,0,25
78,Merredin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Mingenew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Moora,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,9
81,Morawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Mosman Park,9,0,0,0,0,29,0,0,0,0,0,0,0,8,0,0,44
83,Mount Magnet,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9
84,Mount Marshall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Mukinbudin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Mundaring,5,19,0,0,3,1244,115,13,3,5,12,7,6,140,18,0,1597
87,Murchison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Murray,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
89,Nannup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Narembeen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
91,Narrogin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
92,Nedlands,42,18,0,0,4,572,23,5,0,3,0,0,0,86,7,0,760
93,Ngaanyatjarraku,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
94,Northam,0,0,0,0,0,99,3,0,0,0,0,0,0,12,0,0,114
95,Northampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Nungarin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Peppermint Grove,0,0,0,0,0,14,0,0,0,0,0,0,0,5,0,0,15
98,Perenjori,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15
99,Perth,1756,485,0,0,13,2573,280,11,52,51,21,55,47,574,60,0,5986
100,Pingelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Plantagenet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
102,Port Hedland,0,14,0,0,0,50,13,0,0,0,10,15,0,39,0,0,144
103,Quairading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
104,Ravensthorpe,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
105,Rockingham,3,0,0,0,0,65,3,0,0,0,0,0,0,8,3,0,81
106,Sandstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Serpentine-Jarrahdale,0,0,0,0,0,32,6,0,0,0,0,0,0,5,0,0,44
108,Shark Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,South Perth,7,4,0,0,0,253,10,0,0,0,0,0,0,18,0,0,302
110,Stirling,66,62,0,4,8,4027,190,20,17,11,4,23,12,381,48,0,4872
111,Subiaco,124,13,0,0,0,591,43,3,3,4,0,3,10,108,9,0,915
112,Swan,97,259,5,0,61,13495,1243,215,76,166,678,164,1913,2019,196,0,20597
113,Tammin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Three Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Toodyay,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,16
116,Trayning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Upper Gascoyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Victoria Park,38,16,0,0,0,1043,49,0,9,0,0,3,11,113,7,0,1294
119,Victoria Plains,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10
120,Vincent,69,23,0,0,0,864,40,0,5,3,7,6,5,76,4,0,1113
121,Wagin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Wandering,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
123,Wanneroo,13,18,0,0,0,2435,129,28,9,6,0,14,9,202,23,0,2882
124,Waroona,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
125,West Arthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Westonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
127,Wickepin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Wiluna,0,13,0,0,5,4,12,0,0,0,9,19,0,16,0,0,76
130,Wongan-Ballidu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
131,Woodanilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Wyalkatchem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Wyndham-East Kimberley,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18
134,Yalgoo,0,6,0,0,0,5,0,0,0,0,0,3,0,4,3,0,20
135,Yilgarn,0,21,0,0,0,7,0,0,0,0,7,7,0,12,0,0,56
136,York,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12
137,No Fixed Address (WA),34,44,0,0,24,2117,156,170,10,5,23,107,48,323,39,0,3103
138,Migratory - Offshore - Shipping (WA),0,0,0,0,0,0,0,0,0,0,9,15,0,6,0,0,41
139,Total,2590,1791,19,17,144,43506,3117,615,286,305,956,803,2118,6132,663,0,63061
