,LGA (POW),Train,Bus,Ferry,Tram,Taxi,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Walked only,Other Mode,Worked at home,Did not go to work,Not stated,Not applicable,Total
98,Perenjori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
99,Perth,7,9,0,0,0,17,5,0,0,0,6,0,0,15,0,0,56
100,Pingelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Plantagenet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Port Hedland,0,0,0,0,0,8,7,0,0,0,0,0,0,6,0,0,21
103,Quairading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Ravensthorpe,0,6,0,0,0,5,0,0,0,0,0,0,0,0,5,0,17
105,Rockingham,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
106,Sandstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Serpentine-Jarrahdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Shark Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,South Perth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
110,Stirling,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,17
111,Subiaco,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
112,Swan,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9
113,Tammin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Three Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Toodyay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Trayning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Upper Gascoyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Victoria Park,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9
119,Victoria Plains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
