,LGA (POW),Train,Bus,Ferry,Tram,Taxi,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Walked only,Other Mode,Worked at home,Did not go to work,Not stated,Not applicable,Total
115,Toodyay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Trayning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Upper Gascoyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Victoria Park,30,0,0,0,3,237,10,0,3,0,0,6,0,29,5,0,328
119,Victoria Plains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Vincent,54,3,0,0,0,98,6,0,0,0,0,0,0,12,3,0,183
121,Wagin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Wandering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Wanneroo,6,0,0,0,0,52,3,3,0,0,0,0,0,3,0,0,65
124,Waroona,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
125,West Arthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Westonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Wickepin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Wiluna,0,9,0,0,0,0,6,0,0,0,0,0,0,4,0,0,15
130,Wongan-Ballidu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Woodanilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Wyalkatchem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Wyndham-East Kimberley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Yalgoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
135,Yilgarn,0,6,0,0,0,4,0,0,0,0,0,0,0,3,0,0,16
136,York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,No Fixed Address (WA),22,21,0,0,0,555,43,25,0,0,10,24,6,102,10,0,833
138,Migratory - Offshore - Shipping (WA),0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,12
139,Total,1855,400,4,5,27,10685,799,118,81,38,200,205,407,1697,205,0,16716
