,LGA (POW),Train,Bus,Ferry,Tram,Taxi,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Walked only,Other Mode,Worked at home,Did not go to work,Not stated,Not applicable,Total
73,Mandurah,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,32
74,Manjimup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Meekatharra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Melville,7,114,0,0,4,1013,67,0,13,16,12,7,7,152,10,0,1423
77,Menzies,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
78,Merredin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Mingenew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Moora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Morawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Mosman Park,4,3,0,0,0,97,10,0,0,8,5,0,0,18,0,0,137
83,Mount Magnet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Mount Marshall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Mukinbudin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Mundaring,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,16
87,Murchison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Murray,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13
89,Nannup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Narembeen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Narrogin,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
92,Nedlands,17,18,0,0,0,281,9,0,5,12,0,5,6,31,4,0,384
93,Ngaanyatjarraku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Northam,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
95,Northampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Nungarin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Peppermint Grove,4,0,0,0,0,39,4,0,0,0,0,0,0,8,0,0,49
98,Perenjori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Perth,827,50,0,0,6,589,64,0,19,44,5,13,28,137,20,0,1801
100,Pingelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Plantagenet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Port Hedland,0,4,0,0,0,4,4,0,0,0,0,0,0,3,0,0,16
103,Quairading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Ravensthorpe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Rockingham,0,5,0,0,0,161,0,0,4,0,4,6,4,22,0,0,210
106,Sandstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Serpentine-Jarrahdale,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,19
108,Shark Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,South Perth,0,7,0,0,0,113,3,0,0,4,0,0,0,13,0,0,138
110,Stirling,14,0,0,0,0,270,6,0,0,0,0,0,0,25,0,0,336
111,Subiaco,86,14,0,0,0,301,7,0,6,8,3,0,9,65,0,0,503
112,Swan,3,0,0,0,0,96,3,3,0,0,0,0,0,4,0,0,115
113,Tammin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Three Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Toodyay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Trayning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Upper Gascoyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Victoria Park,19,12,0,0,0,216,12,0,5,12,0,0,6,30,0,0,308
119,Victoria Plains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Vincent,31,0,0,0,0,101,9,0,0,3,0,3,0,8,4,0,154
121,Wagin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Wandering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Wanneroo,0,0,0,0,0,58,0,0,0,0,0,0,0,3,0,0,64
124,Waroona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,West Arthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Westonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Wickepin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Wiluna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
130,Wongan-Ballidu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Woodanilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Wyalkatchem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Wyndham-East Kimberley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
134,Yalgoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
135,Yilgarn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
136,York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,No Fixed Address (WA),13,15,0,0,4,305,21,11,3,0,8,24,23,84,3,0,529
138,Migratory - Offshore - Shipping (WA),0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,21
139,Total,1177,550,13,3,36,7921,493,50,95,407,625,165,805,1414,132,0,13882
