,LGA (POW),Train,Bus,Ferry,Tram,Taxi,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Walked only,Other Mode,Worked at home,Did not go to work,Not stated,Not applicable,Total
98,Perenjori,0,4,0,0,0,3,5,0,0,0,0,6,0,5,0,0,26
99,Perth,2426,230,0,0,13,1727,225,9,36,17,9,39,32,434,52,0,5235
100,Pingelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Plantagenet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
102,Port Hedland,0,8,0,0,0,25,10,0,0,0,7,7,0,20,5,0,88
103,Quairading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Ravensthorpe,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
105,Rockingham,5,4,0,0,0,292,8,0,0,0,0,0,0,25,0,0,335
106,Sandstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Serpentine-Jarrahdale,0,4,0,0,0,143,15,7,0,0,0,0,0,11,0,0,178
108,Shark Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,South Perth,23,10,0,0,3,548,31,3,0,5,0,0,0,59,9,0,686
110,Stirling,114,3,0,0,0,1118,33,14,3,0,0,10,12,89,15,0,1406
111,Subiaco,131,8,0,0,0,423,26,0,10,0,0,0,4,82,0,0,688
112,Swan,30,3,0,0,3,1393,51,28,9,0,0,10,6,86,22,0,1641
113,Tammin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Three Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Toodyay,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8
116,Trayning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Upper Gascoyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Victoria Park,99,54,0,0,18,1902,119,4,9,13,0,7,6,218,25,0,2484
119,Victoria Plains,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4
120,Vincent,126,5,0,0,0,444,27,0,3,0,3,7,4,68,5,0,691
121,Wagin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Wandering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Wanneroo,10,0,0,0,0,235,14,4,0,0,5,6,3,24,3,0,305
124,Waroona,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9
125,West Arthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Westonia,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
127,Wickepin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Wiluna,0,11,0,0,0,4,4,0,0,0,0,0,0,12,0,0,28
130,Wongan-Ballidu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Woodanilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Wyalkatchem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Wyndham-East Kimberley,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13
134,Yalgoo,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,20
135,Yilgarn,3,13,0,0,0,0,7,0,0,0,0,0,0,7,0,0,30
136,York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,No Fixed Address (WA),54,32,0,0,18,1633,136,78,5,0,6,57,28,282,33,0,2372
138,Migratory - Offshore - Shipping (WA),0,0,0,0,0,4,0,0,0,0,6,9,0,0,0,0,25
139,Total,3686,1304,20,8,148,36192,2764,410,191,221,512,572,1382,4731,543,0,52690
