,LGA (POW),Train,Bus,Ferry,Tram,Taxi,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Walked only,Other Mode,Worked at home,Did not go to work,Not stated,Not applicable,Total
193,South Gippsland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Southern Grampians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Stonnington,4,0,0,0,0,10,0,0,0,0,0,5,4,3,0,0,38
196,Strathbogie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Surf Coast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
198,Swan Hill (RC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Towong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Wangaratta (RC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Warrnambool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
202,Wellington,0,0,0,0,0,9,0,0,0,0,7,5,0,7,0,0,32
203,West Wimmera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Whitehorse,0,0,0,0,0,9,0,0,0,0,0,0,5,6,0,0,19
205,Whittlesea,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,11
206,Wodonga,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
207,Wyndham,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,20
208,Yarra,3,3,0,7,0,38,0,0,0,0,0,0,4,3,4,0,74
209,Yarra Ranges,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9
210,Yarriambiack,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
211,Unincorporated Vic,0,4,0,0,0,6,0,0,0,0,35,9,0,0,0,0,59
212,No Fixed Address (Vic.),0,0,0,0,3,31,8,0,0,0,7,3,0,38,0,0,98
213,Migratory - Offshore - Shipping (Vic.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Aurukun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Balonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Banana,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7
217,Barcaldine (R),0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
218,Barcoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Blackall-Tambo (R),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
