,LGA (POW),Train,Bus,Ferry,Tram,Taxi,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Walked only,Other Mode,Worked at home,Did not go to work,Not stated,Not applicable,Total
99,Perth,2594,79,0,0,7,1610,159,4,22,50,16,34,43,434,55,0,5109
100,Pingelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Plantagenet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Port Hedland,0,6,0,0,3,31,10,0,0,0,3,8,0,17,4,0,82
103,Quairading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Ravensthorpe,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
105,Rockingham,16,4,0,0,0,945,30,3,5,0,3,17,3,97,13,0,1137
106,Sandstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Serpentine-Jarrahdale,0,0,0,0,0,144,0,6,0,0,0,0,0,17,4,0,171
108,Shark Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,South Perth,19,7,0,0,0,446,20,3,0,8,0,7,0,43,0,0,550
110,Stirling,88,7,0,0,3,972,20,6,6,5,4,9,13,83,8,0,1218
111,Subiaco,161,12,0,0,0,557,27,0,4,9,4,0,5,113,11,0,908
112,Swan,12,4,0,0,0,584,26,7,6,0,0,8,7,47,7,0,712
113,Tammin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Three Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Toodyay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Trayning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Upper Gascoyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Victoria Park,30,18,5,0,0,887,39,9,7,5,8,3,9,102,13,0,1124
119,Victoria Plains,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
120,Vincent,126,7,0,0,0,360,7,0,3,0,3,5,6,51,8,0,578
121,Wagin,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
122,Wandering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Wanneroo,8,0,0,0,0,192,4,5,0,0,0,0,0,12,0,0,225
124,Waroona,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,11
125,West Arthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Westonia,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
127,Wickepin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Wiluna,0,6,0,0,0,5,0,0,0,0,0,4,0,12,0,0,27
130,Wongan-Ballidu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Woodanilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Wyalkatchem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Wyndham-East Kimberley,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12
134,Yalgoo,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,11
135,Yilgarn,0,0,0,0,0,6,0,0,0,0,4,4,0,4,0,0,17
136,York,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
137,No Fixed Address (WA),30,38,0,0,11,1560,130,90,4,6,14,68,31,273,21,0,2279
138,Migratory - Offshore - Shipping (WA),0,0,0,0,0,0,0,0,0,3,10,35,0,10,3,0,69
139,Total,3573,1361,31,9,79,34796,2308,341,231,359,598,555,1648,5029,526,0,51442
