,LGA (POW),Train,Bus,Ferry,Tram,Taxi,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Walked only,Other Mode,Worked at home,Did not go to work,Not stated,Not applicable,Total
111,Subiaco,147,43,0,0,0,614,36,0,9,22,5,0,12,110,8,0,994
112,Swan,84,41,0,0,0,2091,115,7,12,26,14,9,8,242,22,0,2668
113,Tammin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Three Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Toodyay,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5
116,Trayning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Upper Gascoyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Victoria Park,50,29,0,0,6,783,36,3,12,13,0,6,3,75,10,0,1022
119,Victoria Plains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Vincent,51,73,0,0,7,922,68,3,15,30,13,3,0,103,7,0,1295
121,Wagin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Wandering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Wanneroo,9,13,0,0,0,555,17,8,4,0,0,0,4,37,3,0,647
124,Waroona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,West Arthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Westonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Wickepin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Wiluna,0,8,0,0,0,3,5,0,0,0,0,10,0,3,0,0,30
130,Wongan-Ballidu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Woodanilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Wyalkatchem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Wyndham-East Kimberley,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
134,Yalgoo,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,12
135,Yilgarn,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14
136,York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
137,No Fixed Address (WA),13,32,0,0,15,895,75,40,6,6,11,46,25,154,20,0,1339
138,Migratory - Offshore - Shipping (WA),0,0,0,0,0,0,0,0,0,0,3,11,0,5,3,0,15
139,Total,2181,2089,8,9,99,20313,1511,180,185,586,495,344,996,2964,292,0,32255
