,LGA (POW),Train,Bus,Ferry,Tram/light rail,Taxi/ride-share service,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Other Mode,Walked only,Worked at home,Did not go to work,Not stated,Not applicable,Total
72,Lake Grace,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5
73,Laverton,0,12,0,0,0,0,6,0,0,0,19,0,0,23,0,0,67
74,Leonora,0,7,0,0,0,8,5,0,0,0,8,4,0,15,0,0,42
75,Mandurah,7,0,0,0,0,106,3,0,0,0,0,0,0,3,0,0,127
76,Manjimup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
77,Meekatharra,0,5,0,0,0,7,3,0,0,0,6,6,0,4,0,0,28
78,Melville,54,157,0,0,10,2445,167,0,10,15,9,6,56,412,12,0,3343
79,Menzies,0,3,0,0,0,3,5,0,0,0,5,0,0,9,0,0,14
80,Merredin,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
81,Mingenew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Moora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Morawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Mosman Park,3,0,0,0,0,62,5,0,0,0,0,0,0,9,0,0,81
85,Mount Magnet,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
86,Mount Marshall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Mukinbudin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Mundaring,0,0,0,0,0,112,4,0,0,0,0,0,0,11,0,0,139
89,Murchison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Murray,0,0,0,0,0,25,0,0,0,0,0,0,0,4,0,0,27
91,Nannup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Narembeen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Narrogin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Nedlands,24,11,0,0,0,293,14,0,5,0,5,0,3,38,0,0,393
95,Ngaanyatjarraku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
96,Northam,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,30
97,Northampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Nungarin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Peppermint Grove,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24
100,Perenjori,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10
101,Perth,2242,605,0,0,39,2812,334,0,22,77,51,9,725,711,32,0,7658
102,Pingelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Plantagenet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Port Hedland,0,10,0,0,0,13,0,0,0,0,5,6,5,16,0,0,66
105,Quairading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Ravensthorpe,0,5,0,0,0,4,0,0,0,0,4,0,0,4,0,0,19
107,Rockingham,15,0,0,0,0,308,8,0,0,0,0,0,4,48,0,0,382
108,Sandstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Serpentine-Jarrahdale,8,0,0,0,0,95,5,0,0,0,0,0,3,14,0,0,128
110,Shark Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
111,South Perth,12,52,0,0,7,798,74,0,0,8,3,4,17,159,8,0,1158
112,Stirling,80,14,0,0,4,1250,43,0,4,3,3,0,70,124,3,0,1617
113,Subiaco,79,0,0,0,0,447,14,0,4,0,10,0,36,68,4,0,662
114,Swan,19,5,0,0,0,1106,37,5,0,5,4,0,22,91,4,0,1300
115,Tammin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Three Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Toodyay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Trayning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Upper Gascoyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Victoria Park,83,199,0,0,32,2195,168,10,13,38,13,30,72,300,11,0,3168
121,Victoria Plains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Vincent,135,29,0,0,0,565,35,4,6,5,3,4,35,92,3,0,909
123,Wagin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Wandering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Wanneroo,12,0,0,0,0,311,15,5,0,0,0,0,11,16,0,0,371
126,Waroona,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,6
127,West Arthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Westonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Wickepin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Wiluna,0,8,0,0,5,3,0,0,0,0,3,0,0,8,0,0,20
132,Wongan-Ballidu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Woodanilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Wyalkatchem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Wyndham-East Kimberley,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,7
136,Yalgoo,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,9
137,Yilgarn,0,7,0,0,0,3,0,0,0,0,6,0,0,11,0,0,29
138,York,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
139,No Fixed Address (WA),42,30,0,0,9,1280,60,37,0,0,28,9,121,237,11,0,1868
140,Migratory - Offshore - Shipping (WA),0,0,0,0,0,0,0,0,0,0,17,0,0,7,0,0,29
141,Total,3182,1751,13,5,271,30802,2175,182,108,264,499,428,2954,4869,203,0,47715
