,LGA (POW),Train,Bus,Ferry,Tram/light rail,Taxi/ride-share service,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Other Mode,Walked only,Worked at home,Did not go to work,Not stated,Not applicable,Total
109,Serpentine-Jarrahdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Shark Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,South Perth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
112,Stirling,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,18
113,Subiaco,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,11
114,Swan,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,8
115,Tammin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Three Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Toodyay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Trayning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Upper Gascoyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Victoria Park,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,16
121,Victoria Plains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Vincent,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12
123,Wagin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Wandering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Wanneroo,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,8
126,Waroona,0,0,0,0,0,35,3,0,0,0,0,0,3,3,0,0,48
127,West Arthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Westonia,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
129,Wickepin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Wiluna,0,5,0,0,0,0,0,0,0,0,3,0,0,12,0,0,19
132,Wongan-Ballidu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Woodanilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Wyalkatchem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Wyndham-East Kimberley,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
136,Yalgoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Yilgarn,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
138,York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,No Fixed Address (WA),0,25,0,0,4,350,43,9,0,0,26,5,30,90,3,0,585
140,Migratory - Offshore - Shipping (WA),0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,14
141,Total,19,306,3,0,60,10111,959,54,34,130,152,360,557,1748,76,0,14580
