,LGA (POW),Train,Bus,Ferry,Tram/light rail,Taxi/ride-share service,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Other Mode,Walked only,Worked at home,Did not go to work,Not stated,Not applicable,Total
98,Nungarin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Peppermint Grove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Perenjori,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,17
101,Perth,273,7,0,0,0,334,20,0,6,0,17,0,121,131,3,0,926
102,Pingelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Plantagenet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Port Hedland,0,0,0,0,0,12,0,3,0,0,5,0,0,15,0,0,39
105,Quairading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Ravensthorpe,0,8,0,0,0,5,0,0,0,0,3,0,0,0,0,0,11
107,Rockingham,7,3,0,0,0,454,16,3,0,0,7,0,7,80,3,0,585
108,Sandstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Serpentine-Jarrahdale,4,12,0,0,16,1693,204,87,0,8,25,160,780,357,26,0,3362
110,Shark Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,South Perth,0,0,0,0,0,68,0,0,0,0,0,0,3,11,0,0,86
112,Stirling,14,0,0,0,0,161,12,0,0,0,0,0,10,18,0,0,227
113,Subiaco,14,0,0,0,0,53,0,0,0,0,7,0,13,5,0,0,89
114,Swan,0,0,0,0,0,240,8,8,0,0,0,0,4,37,0,0,305
115,Tammin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Three Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Toodyay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Trayning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Upper Gascoyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Victoria Park,3,0,0,0,0,205,7,0,0,0,4,0,17,36,3,0,274
121,Victoria Plains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Vincent,12,0,0,0,0,72,0,0,0,0,0,0,10,14,0,0,120
123,Wagin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Wandering,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
125,Wanneroo,0,0,0,0,0,65,4,0,0,0,0,0,0,9,0,0,76
126,Waroona,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,20
127,West Arthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Westonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Wickepin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Wiluna,0,0,0,0,0,8,0,0,0,0,4,0,0,7,0,0,16
132,Wongan-Ballidu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Woodanilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Wyalkatchem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Wyndham-East Kimberley,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,6
136,Yalgoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
137,Yilgarn,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,13
138,York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,No Fixed Address (WA),0,11,0,0,10,534,38,61,0,3,30,15,40,125,7,0,870
140,Migratory - Offshore - Shipping (WA),0,0,0,0,0,3,0,0,0,0,11,6,0,9,0,0,18
141,Total,398,241,3,0,37,10552,661,250,27,15,271,226,1157,2030,90,0,15962
