,LGA (POW),Train,Bus,Ferry,Tram/light rail,Taxi/ride-share service,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Other Mode,Walked only,Worked at home,Did not go to work,Not stated,Not applicable,Total
0,Albany,0,0,0,0,0,18,0,0,0,0,0,0,3,5,0,0,26
1,Armadale,7,0,0,0,0,253,12,0,0,0,0,0,7,26,3,0,308
2,Ashburton,3,110,0,0,8,89,45,10,0,0,109,37,8,153,3,0,583
3,Augusta Margaret River,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,15
4,Bassendean,9,0,0,0,0,483,30,5,3,0,0,0,0,37,5,0,579
5,Bayswater,31,112,0,0,27,2465,189,9,10,12,11,28,38,373,9,0,3323
6,Belmont,16,40,0,0,22,3164,130,23,6,6,40,5,129,403,10,0,4000
7,Beverley,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
8,Boddington,0,0,0,0,0,14,4,0,0,0,0,0,0,16,0,0,42
9,Boyup Brook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Bridgetown-Greenbushes,0,5,0,0,0,7,4,0,0,0,0,0,0,0,0,0,16
11,Brookton,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4
12,Broome,0,0,0,0,0,12,0,0,0,0,3,4,3,10,0,0,39
13,Broomehill-Tambellup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Bruce Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Bunbury,0,0,0,0,0,35,4,0,0,0,0,0,0,11,0,0,53
16,Busselton,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,27
17,Cambridge,73,63,0,0,19,2124,165,3,8,26,11,14,96,407,6,0,3001
18,Canning,81,30,0,4,9,2434,76,25,0,9,21,0,65,227,6,0,2992
19,Capel,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4
20,Carnamah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Carnarvon,0,0,0,0,0,4,0,0,0,0,0,4,0,5,0,0,15
22,Chapman Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Chittering,0,0,0,0,0,43,3,0,0,0,0,0,3,8,0,0,55
24,Christmas Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
25,Claremont,45,16,0,0,3,746,37,3,0,3,0,0,12,113,4,0,981
26,Cockburn,37,3,6,0,3,1236,37,8,9,0,12,0,55,124,4,0,1533
27,Cocos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Collie,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6
