,DZN (POW),Train,Bus,Ferry,Tram,Taxi,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Walked only,Other Mode,Worked at home,Did not go to work,Not stated,Not applicable,Total
120,510411084,38,19,0,0,0,187,6,0,3,0,0,0,0,45,0,0,301
121,510411085,99,21,0,0,0,35,16,0,0,0,0,0,0,31,3,0,205
122,510411086,17,3,0,0,0,11,0,0,0,0,0,0,0,7,0,0,38
123,510411087,91,29,0,0,0,62,5,0,0,5,0,8,3,17,0,0,217
124,510411088,15,4,0,0,0,29,0,0,3,0,0,0,0,6,3,0,61
125,510411090,14,3,0,0,0,26,6,0,0,0,0,0,0,0,0,0,51
126,510411091,39,17,0,0,0,25,3,0,0,0,0,0,0,14,0,0,100
127,510411092,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,30
128,510411093,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,26
129,510411094,94,32,0,0,0,46,5,0,4,3,0,4,4,26,4,0,216
130,510411095,72,25,0,0,0,62,7,0,0,5,0,0,3,18,0,0,192
131,510411096,18,4,0,0,0,12,0,0,0,0,0,0,0,3,0,0,40
132,510411097,95,24,0,0,0,54,14,0,0,3,0,5,4,18,0,0,212
133,510411098,185,43,0,0,0,110,13,5,6,4,3,10,9,49,10,0,440
134,510411099,21,5,0,0,0,14,6,0,0,0,0,0,0,0,0,0,50
135,510411100,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,22
136,510411101,29,15,0,0,0,14,5,0,0,0,0,0,0,14,0,0,75
137,510411102,104,33,0,0,0,69,9,0,0,0,0,0,3,28,5,0,249
138,510411103,0,0,0,0,0,32,3,0,0,4,0,0,0,0,0,0,50
139,510411104,9,5,0,0,0,18,3,0,0,0,0,0,0,4,0,0,33
140,510411105,10,0,0,0,0,35,4,0,0,0,0,0,0,0,0,0,49
141,510411106,12,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,46
142,510411107,46,16,0,0,0,45,7,0,0,0,0,0,0,10,4,0,126
143,510411108,28,3,0,0,3,23,4,0,0,0,0,0,0,3,0,0,65
144,510411109,19,6,0,0,0,24,0,0,0,0,0,0,0,4,0,0,65
145,510411111,7,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,20
146,510411112,14,13,0,0,0,29,5,0,0,0,0,0,0,7,0,0,76
147,510411114,8,6,0,0,0,46,5,0,0,6,0,0,0,6,0,0,79
148,510411116,12,4,0,0,0,31,3,0,0,0,0,0,0,3,0,0,49
149,510411117,14,11,0,0,0,77,7,0,0,0,0,0,0,14,0,0,128
150,510411118,15,10,0,0,3,56,8,0,0,0,6,9,0,20,0,0,118
151,510420001,18,0,0,0,0,88,3,0,0,0,0,0,0,14,0,0,130
152,510421040,3,0,0,0,0,18,4,0,0,0,0,0,0,5,0,0,32
153,510421042,26,0,0,0,0,119,15,0,0,0,0,0,4,19,6,0,193
154,510421043,9,0,0,0,0,36,0,0,0,0,0,0,0,6,0,0,54
155,510421046,30,0,0,0,0,90,3,0,3,0,0,6,0,18,0,0,151
156,510421059,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4
157,510421060,9,0,0,0,0,62,0,0,0,0,0,0,0,8,0,0,82
158,510421072,11,0,0,0,0,71,4,0,0,0,0,0,0,28,6,0,120
159,510421074,4,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,55
160,510421110,4,0,0,0,0,28,0,0,0,0,0,0,0,8,0,0,35
161,510431007,3,0,0,0,0,43,0,0,0,0,0,0,0,7,0,0,53
162,510431016,0,0,0,0,0,20,6,0,0,0,0,0,0,4,0,0,35
163,510431018,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,17
164,510431025,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,24
165,510431028,20,5,0,0,0,79,10,0,0,3,0,0,4,12,0,0,125
166,510431034,17,0,0,0,0,75,4,0,5,0,0,0,0,16,0,0,112
167,510431381,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,12
168,510431390,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7
169,510441333,0,0,0,0,0,81,5,0,0,0,0,0,0,16,0,0,110
170,510441355,4,5,0,0,0,183,10,0,6,0,0,3,0,27,0,0,249
171,510441359,6,8,0,0,0,645,31,9,10,5,0,4,0,27,10,0,754
172,510441371,0,0,0,0,0,53,4,0,0,0,0,0,0,5,0,0,67
173,510451343,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,25
174,510451348,5,3,0,0,0,84,3,0,0,0,0,0,0,15,0,0,110
175,510451354,4,7,0,0,3,617,24,7,8,0,0,0,0,31,4,0,714
176,510451357,5,0,0,0,0,29,3,0,0,0,0,0,0,5,0,0,34
177,510451361,9,0,0,0,0,101,4,0,0,0,0,0,3,8,0,0,118
178,510451374,0,0,0,0,0,80,3,0,4,0,0,0,0,11,0,0,95
179,510451382,9,0,0,0,0,84,3,0,0,0,0,4,0,3,0,0,96
180,510451385,0,5,0,0,0,44,4,0,0,0,0,0,0,0,0,0,49
181,510451386,0,3,0,0,0,57,0,0,0,0,0,0,0,7,0,0,69
182,510461387,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,22
183,510461392,7,0,0,0,0,73,4,0,0,0,0,0,0,13,0,0,100
184,510461393,4,3,0,0,0,74,0,0,0,0,0,0,0,15,6,0,99
185,510471322,0,12,0,0,0,168,16,0,0,5,10,0,0,28,3,0,237
186,510471326,0,0,0,0,0,58,0,0,0,0,0,0,0,9,0,0,75
187,510471327,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,35
188,510471334,0,3,0,0,0,35,6,0,0,0,0,0,0,7,0,0,49
189,510471340,0,4,0,0,0,47,8,0,0,0,0,0,0,3,0,0,70
190,510471344,6,71,0,0,0,504,67,0,0,4,0,0,0,129,12,0,789
191,510471349,6,10,0,0,0,203,16,0,0,3,0,0,0,18,0,0,263
192,510481311,0,0,0,0,0,22,5,0,0,0,0,0,0,3,0,0,29
193,510481316,0,4,0,0,0,154,15,6,0,0,4,3,21,23,4,0,228
194,510491813,0,0,0,0,0,197,31,0,0,0,0,0,0,23,3,0,248
195,510501692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,510501719,0,0,0,0,0,61,0,0,0,0,0,0,0,3,0,0,73
197,510511720,0,0,0,0,0,70,4,0,0,0,0,0,11,0,0,0,91
198,510521704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,510531677,0,0,0,0,0,48,0,0,0,0,0,0,4,3,0,0,52
200,510531691,0,0,0,0,0,133,3,0,0,0,5,0,0,17,5,0,168
201,510531718,0,0,0,0,0,120,5,0,0,0,0,0,0,20,0,0,144
202,510541701,0,8,0,0,3,177,24,0,0,0,3,0,0,33,4,0,263
203,510541702,0,7,0,0,0,71,11,3,0,0,3,0,22,20,0,0,148
204,510541707,5,0,0,0,0,476,50,12,4,6,9,0,3,37,4,0,599
205,510541708,0,0,0,0,0,43,4,0,0,0,0,0,3,5,0,0,56
206,510551811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,510561680,0,0,0,0,0,197,15,7,0,4,10,5,98,47,3,0,389
208,510561684,0,0,0,4,0,275,30,7,0,9,25,4,60,37,8,0,463
209,510561695,0,3,0,0,0,238,18,5,0,0,15,3,55,25,3,0,375
210,510571660,0,5,0,0,6,199,23,0,0,3,10,3,47,28,0,0,324
211,510571682,0,0,0,0,8,189,32,4,0,0,12,3,66,45,6,0,351
212,510571698,0,15,0,0,3,355,55,6,0,11,22,4,82,70,4,0,631
213,510581614,4,3,0,0,0,376,22,6,9,15,50,3,17,48,3,0,551
214,510581810,0,0,0,0,0,192,22,10,0,0,28,4,118,26,4,0,404
215,510591640,10,81,0,0,9,2060,249,20,11,22,117,29,344,378,24,0,3356
216,510591658,0,0,0,0,3,182,43,12,0,3,32,10,85,65,5,0,453
217,510601812,0,0,0,0,0,116,11,10,0,0,13,5,118,32,4,0,315
218,510610001,4,3,0,0,0,267,10,0,0,0,10,3,13,25,3,0,340
219,510611715,0,0,0,0,0,108,4,7,0,0,0,3,62,17,3,0,222
220,510611717,0,0,0,0,0,340,22,10,4,6,5,0,0,19,3,0,415
221,510611722,3,0,0,0,0,236,7,12,0,0,3,4,0,7,6,0,286
222,510611724,0,0,0,0,0,43,4,0,0,0,0,0,0,0,0,0,46
223,510621699,0,4,0,0,6,209,19,5,0,0,19,3,60,37,4,0,368
224,510621703,0,3,0,0,0,166,14,11,0,0,4,4,40,32,7,0,287
225,510631694,3,5,0,0,0,566,47,8,0,5,9,7,5,50,3,0,705
226,510631696,0,12,0,0,7,1069,79,4,3,12,3,3,3,69,14,0,1281
227,510631697,4,6,0,0,0,1155,92,5,7,7,4,0,8,64,12,0,1373
228,510641613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,510651671,0,7,0,0,0,264,25,9,0,4,25,7,93,50,9,0,496
230,510651700,0,0,0,0,0,384,15,4,0,13,11,4,26,44,3,0,512
231,510661705,0,6,0,0,0,207,19,0,0,3,14,3,25,26,4,0,312
232,510661706,17,18,0,0,0,716,61,6,9,8,36,0,17,99,9,0,992
233,510661709,4,5,0,0,0,95,12,0,0,3,11,0,4,28,3,0,162
234,510661710,18,27,0,0,3,591,82,0,0,3,50,4,0,161,7,0,953
235,510661711,0,0,0,0,0,71,5,0,0,0,0,0,0,9,0,0,83
236,510661712,6,14,0,0,0,305,39,0,4,0,22,0,0,52,0,0,449
237,510661713,10,12,4,0,0,658,42,0,0,4,19,0,4,120,4,0,881
238,510661714,4,3,0,0,0,449,21,6,0,6,17,4,12,61,5,0,579
239,510661716,13,0,0,0,3,312,17,0,3,8,32,6,48,54,3,0,497
240,510671667,0,3,0,0,0,166,32,0,0,3,18,6,66,46,3,0,340
241,510681637,4,0,0,0,0,255,17,22,0,4,32,8,85,45,7,0,485
242,510681639,0,0,0,0,3,244,28,4,0,0,14,7,180,49,10,0,535
243,510691622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,510701650,0,0,0,0,0,18,0,0,0,0,0,0,0,6,0,0,23
245,510701653,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,19
246,510711624,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13
247,510711629,0,0,0,0,0,30,0,0,0,0,0,0,0,5,0,0,36
248,510721673,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,19
249,510721676,0,0,0,0,0,34,0,0,0,0,0,0,0,5,0,0,34
250,510721689,0,3,0,0,0,21,0,0,0,0,0,0,0,3,0,0,26
251,510721690,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17
252,510731675,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,29
253,510731679,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,26
254,510731686,0,0,0,0,0,38,0,0,0,0,0,0,0,6,0,0,42
255,510731693,0,4,0,0,0,69,0,0,0,0,0,0,0,14,0,0,92
256,510741641,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
257,510741648,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
258,510751664,9,0,0,0,0,55,0,0,0,0,0,0,0,13,0,0,77
259,510751672,0,0,0,0,0,25,0,0,0,0,0,0,0,4,0,0,32
260,510761625,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
261,510761630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,510771627,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,15
263,510771628,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,15
264,510771631,0,0,0,0,0,104,0,0,0,0,0,0,0,20,0,0,132
265,510771632,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
266,510771635,0,0,0,0,0,99,0,0,0,0,0,0,0,6,6,0,108
267,510771636,10,0,0,0,0,130,3,0,0,0,0,0,0,24,0,0,169
268,510771638,0,0,0,0,0,49,0,0,0,0,0,0,0,4,0,0,60
269,510771642,0,0,0,0,0,33,0,0,0,0,0,0,0,4,0,0,34
270,510771644,4,0,0,0,0,89,3,0,0,0,0,0,0,10,4,0,105
271,510771646,0,0,0,0,0,51,5,0,0,0,0,0,0,11,0,0,65
272,510781666,0,0,0,0,0,24,0,0,0,0,0,0,0,4,0,0,33
273,510781668,0,0,0,0,0,49,0,0,0,0,0,0,0,10,0,0,61
274,510791651,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0,20
275,510791655,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
276,510801643,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,15
277,510801649,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,15
278,510811659,0,0,0,0,0,35,0,0,0,0,0,0,0,5,0,0,35
279,510811663,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7
280,510821674,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
281,510821683,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,22
282,510831652,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,33
